QID,Topic,Subtopic,Question,CorrectLetter,CorrectAnswer,miss_count,MemoryHook
1790,Development and Ingestion,Python Syntax,Which of the following code blocks can a data engineer use to query the existing streaming table events?,C,"spark.readStream.table(""events"")",1,Stream from Delta table: spark.readStream.table('table_name')
1791,Development and Ingestion,Spark SQL and PySpark,"Given the following Structured Streaming query
(spark.readStream.format(""cloudFiles"").option(""cloudFiles.format"", ""json"").load(ordersLocation).writeStream.option(""checkpointLocation"", checkpointPath).table(""uncleanedOrders""))
Which of the following best describes the purpose of this query in a multi-hop architecture?",A,The query is performing raw data ingestion into a Bronze table,0,Minimal-transform raw ingestion = Bronze layer pattern
1793,Databricks Intelligence Platform,SQL Warehouse,Which of the following compute resources is available in Databricks SQL?,D,SQL warehouses,1,SQL-optimized compute: SQL warehouses
1794,Databricks Intelligence Platform,SQL Warehouse,Which of the following is the benefit of using the Auto Stop feature of Databricks SQL warehouses?,B,Minimizes the total running time of the warehouse,0,Scale-to-zero warehouse policy: minimizes total running time
1795,Development and Ingestion,General,Which of the following commands can a data engineer use to compact small data files of a Delta table into larger ones?,E,OPTIMIZE,0,Compact and colocate Delta files: OPTIMIZE
1796,Development and Ingestion,General,"A data engineer is trying to use Delta time travel to rollback a table to a previous version, but the data engineer received an error that the data files are no longer present.
Which of the following commands was run on the table that caused deleting the data files?",A,VACUUM,0,Remove old Delta file versions: VACUUM
1800,Development and Ingestion,Python Syntax,"If the default notebook language is SQL, which of the following options can a data engineer use to run a Python code in this SQL notebook?",E,They can add %python at the start of a cell,0,Switch cell to Python: add %python at cell start
1802,Development and Ingestion,General,Which of the following commands can a data engineer use to create a new table along with a comment?,A,"CREATE TABLE payments COMMENT ""This table contains sensitive information"" AS SELECT * FROM bank_transactions",0,CTAS with comment: CREATE TABLE name COMMENT 'text' AS SELECT ...
1805,Databricks Intelligence Platform,Lakehouse Architecture,"In multi-hop architecture, which of the following statements best describes the Bronze layer?",B,It maintains raw data ingested from various sources,0,Bronze layer purpose: maintains raw ingested data from sources
1806,Development and Ingestion,Delta Live Tables,"A data engineer has the following query in a Delta Live Tables pipeline:
CREATE LIVE TABLE aggregated_sales
AS
SELECT store_id, sum(total)
FROM cleaned_sales
GROUP BY store_id
The pipeline is failing to start due to an error in this query
Which of the following changes should be made to this query to successfully start the DLT pipeline?",C,CREATE LIVE TABLE aggregated_sales AS,0,DLT live table: CREATE LIVE TABLE name AS SELECT ...
1807,Databricks Intelligence Platform,SQL Warehouse,Which of the following alert destinations is Not supported in Databricks SQL?,C,SMS,0,SQL Warehouse alert channel NOT supported: SMS
1809,Databricks Intelligence Platform,SQL Warehouse,"A data engineer wants to increase the cluster size of an existing Databricks SQL warehouse.
Which of the following is the benefit of increasing the cluster size of Databricks SQL warehouses?",A,improves the latency of the queries execution,0,Photon-powered SQL: improves query latency
1810,Development and Ingestion,Python Syntax,Which of the following describes Cron syntax in Databricks Jobs?,B,It's an expression to represent complex job schedule that can be defined programmatically,0,Cron expression = programmatic complex schedule definition
1813,Databricks Intelligence Platform,Access Control,Which of the following commands can a data engineer use to grant full permissions to the HR team on the table employees?,C,GRANT ALL PRIVILEGES ON TABLE employees TO hr_team,0,Grant full table access: GRANT ALL PRIVILEGES ON TABLE ... TO group
1814,Databricks Intelligence Platform,Access Control,"A data engineer uses the following SQL query:
GRANT MODIFY ON TALBE employees TO hr_team
Which of the following describes the ability given by the MODIFY privilege?",D,All the above abilities are given by the MODIFY privilege,0,MODIFY privilege: INSERT + UPDATE + DELETE + COPY INTO
1815,Databricks Intelligence Platform,Lakehouse Architecture,"One of the foundational technologies provided by the Databricks Lakehouse Platform is an open-source, file-based storage format that brings reliability to data lakes.
Which of the following technologies is being describes in the above statement?",B,Delta Lake,0,Delta Lake is the storage layer that powers the Lakehouse
1816,Development and Ingestion,General,Which of the following commands can a data engineer use to purge stale data files of a Delta table?,D,VACUUM,0,Clean up old Delta versions: VACUUM
